conversation_num,speaker_nickname,average_num_words,average_num_chars,average_num_messages,average_info_exchange_zscore_chats,average_info_exchange_zscore_conversation,average_discrepancies,average_hear,average_home,average_conjunction,average_certainty,average_inclusive,average_bio,average_achievement,average_adverbs,average_anxiety,average_third_person,average_negation,average_swear,average_death,average_health,average_see,average_body,average_family,average_negative_affect,average_quantifier,average_positive_affect,average_insight,average_humans,average_present_tense,average_future_tense,average_past_tense,average_relative,average_sexual,average_inhibition,average_sadness,average_social,average_indefinite_pronoun,average_religion,average_work,average_money,average_causation,average_anger,average_first_person_singular,average_feel,average_tentativeness,average_exclusive,average_verbs,average_friends,average_article,average_argue,average_auxiliary_verbs,average_cognitive_mech,average_preposition,average_first_person_plural,average_percept,average_second_person,average_positive_words,average_first_person,average_nltk_english_stopwords,average_hedge_words,average_num_question_naive,average_NTRI,average_word_TTR,average_first_pronouns_proportion,average_function_word_accommodation,average_content_word_accommodation,average_hedge_naive,average_textblob_subjectivity,average_textblob_polarity,average_dale_chall_score,average_please,average_please_start,average_hashedge,average_indirect_btw,average_hedges,average_factuality,average_deference,average_gratitude,average_apologizing,average_1st_person_pl,average_1st_person,average_1st_person_start,average_2nd_person,average_2nd_person_start,average_indirect_greeting,average_direct_question,average_direct_start,average_haspositive,average_hasnegative,average_subjunctive,average_indicative,sum_num_words,sum_num_chars,sum_num_messages,sum_info_exchange_zscore_chats,sum_info_exchange_zscore_conversation,sum_discrepancies,sum_hear,sum_home,sum_conjunction,sum_certainty,sum_inclusive,sum_bio,sum_achievement,sum_adverbs,sum_anxiety,sum_third_person,sum_negation,sum_swear,sum_death,sum_health,sum_see,sum_body,sum_family,sum_negative_affect,sum_quantifier,sum_positive_affect,sum_insight,sum_humans,sum_present_tense,sum_future_tense,sum_past_tense,sum_relative,sum_sexual,sum_inhibition,sum_sadness,sum_social,sum_indefinite_pronoun,sum_religion,sum_work,sum_money,sum_causation,sum_anger,sum_first_person_singular,sum_feel,sum_tentativeness,sum_exclusive,sum_verbs,sum_friends,sum_article,sum_argue,sum_auxiliary_verbs,sum_cognitive_mech,sum_preposition,sum_first_person_plural,sum_percept,sum_second_person,sum_positive_words,sum_first_person,sum_nltk_english_stopwords,sum_hedge_words,sum_num_question_naive,sum_NTRI,sum_word_TTR,sum_first_pronouns_proportion,sum_function_word_accommodation,sum_content_word_accommodation,sum_hedge_naive,sum_textblob_subjectivity,sum_textblob_polarity,sum_dale_chall_score,sum_please,sum_please_start,sum_hashedge,sum_indirect_btw,sum_hedges,sum_factuality,sum_deference,sum_gratitude,sum_apologizing,sum_1st_person_pl,sum_1st_person,sum_1st_person_start,sum_2nd_person,sum_2nd_person_start,sum_indirect_greeting,sum_direct_question,sum_direct_start,sum_haspositive,sum_hasnegative,sum_subjunctive,sum_indicative,user_list
182,eQuK9PirA9WSa8DrP,12.0,61.0,1.0,1.028613680779933,-0.3025359282748506,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.01,0.01,0.03,0.01,0.01,0.0,0.01,0.0,0.01,0.01,0.06,0.0,0.0,0.0,1.0,0.08333333333333333,0.0,0.0,0.0,0.1,0.0,0.5952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12,61,1,1.028613680779933,-0.3025359282748506,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.01,0.01,0.03,0.01,0.01,0.0,0.01,0.0,0.01,0.01,0.06,0.0,0,0,1.0,0.08333333333333333,0,0.0,0,0.1,0.0,0.5952,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,['cRJk4WEXcXPYQxkCJ' 'c24Dw7YjjjdNbABLE']
182,cRJk4WEXcXPYQxkCJ,2.0,8.0,1.0,-0.596494447553886,-1.045124115858575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,1,-0.596494447553886,-1.045124115858575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.0992,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['eQuK9PirA9WSa8DrP' 'c24Dw7YjjjdNbABLE']
182,c24Dw7YjjjdNbABLE,31.0,185.0,1.0,4.639965077077309,1.3476600441334257,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.01,0.0,0.02,0.0,0.01,0.07,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030000000000000002,0.0,0.030000000000000002,0.0,0.030000000000000002,0.04,0.04,0.0,0.0,0.0,0.02,0.0,0.15000000000000002,0.0,1.0,0.0,0.8387096774193549,0.0,0.0,0.0,0.0,0.5133333333333333,0.30333333333333334,2.046954838709677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,31,185,1,4.639965077077309,1.3476600441334257,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.01,0.0,0.02,0.0,0.01,0.07,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030000000000000002,0.0,0.030000000000000002,0.0,0.030000000000000002,0.04,0.04,0.0,0.0,0.0,0.02,0.0,0.15000000000000002,0.0,1,0,0.8387096774193549,0.0,0,0.0,0,0.5133333333333333,0.30333333333333334,2.046954838709677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,['eQuK9PirA9WSa8DrP' 'cRJk4WEXcXPYQxkCJ']
180,cRJk4WEXcXPYQxkCJ,9.0,39.0,1.0,0.6674785411501954,0.722897396012249,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.030000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.030000000000000002,0.01,1.0,0.0,0.8888888888888888,0.0,0.0,0.0,1.0,0.5,0.5,0.44639999999999996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,39,1,0.6674785411501954,0.722897396012249,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.030000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.030000000000000002,0.01,1,0,0.8888888888888888,0.0,0,0.0,1,0.5,0.5,0.44639999999999996,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['c24Dw7YjjjdNbABLE' 'eQuK9PirA9WSa8DrP']
180,c24Dw7YjjjdNbABLE,8.0,35.5,1.0,0.4869109713353267,0.40160966445124946,0.0,0.0,0.0,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.005,0.01,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,1.0,0.0,0.5,0.011858974358974358,0.0,0.5399999999999999,0.16,3.00455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,71,2,0.9738219426706534,0.8032193289024989,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.01,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0,0,2.0,0.0,1,0.023717948717948717,0,1.0799999999999998,0.32,6.0091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['cRJk4WEXcXPYQxkCJ' 'eQuK9PirA9WSa8DrP']
180,eQuK9PirA9WSa8DrP,2.0,9.0,1.0,-0.596494447553886,-1.5261167249147478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6,0.0992,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,9,1,-0.596494447553886,-1.5261167249147478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,1.0,0.6,0.0992,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,['cRJk4WEXcXPYQxkCJ' 'c24Dw7YjjjdNbABLE']
184,c24Dw7YjjjdNbABLE,4.5,25.5,1.0,-0.23535930792414847,-0.6337502222976296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005000000000000001,0.005,0.0,0.01,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.01,0.0,0.005,0.0,0.005,0.005,0.0,0.0,0.0,0.0,0.005000000000000001,0.005,0.01,0.0,0.0,0.0,1.0,0.07142857142857142,0.0,0.0,0.0,0.5700000000000001,0.43,3.169307142857143,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,9,51,2,-0.47071861584829694,-1.2675004445952591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.01,0.0,0.02,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.010000000000000002,0.01,0.02,0.0,0,0,2.0,0.14285714285714285,0,0.0,0,1.1400000000000001,0.86,6.338614285714286,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,['cRJk4WEXcXPYQxkCJ']
184,cRJk4WEXcXPYQxkCJ,11.0,39.0,1.0,1.028613680779933,1.2675004445952593,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.030000000000000002,0.0,0.0,0.0,0.0,0.0,0.049999999999999996,0.0,1.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.5456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,39,1,1.028613680779933,1.2675004445952593,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.030000000000000002,0.0,0.0,0.0,0.0,0.0,0.049999999999999996,0.0,1,0,0.9090909090909091,0.0,0,0.0,0,0.0,0.0,0.5456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['c24Dw7YjjjdNbABLE']
183,cRJk4WEXcXPYQxkCJ,8.5,34.75,1.0,0.5320528637890438,-0.17903580300437077,0.0025,0.0,0.0,0.007500000000000001,0.0,0.010000000000000002,0.0025,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0025,0.0025,0.0,0.0,0.0,0.0025,0.005,0.0,0.0,0.01,0.0025,0.0,0.01,0.0,0.0,0.0,0.0025,0.005,0.0,0.0,0.0,0.005,0.0024999999999999996,0.0025,0.0,0.0025,0.0,0.0125,0.0,0.005,0.007500000000000001,0.005,0.02,0.015000000000000001,0.0025,0.0025,0.0,0.0075,0.0025,0.04,0.0,0.0,0.0,0.9354166666666667,0.015625,0.0,0.0,0.0,0.225,0.125,0.4216,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,34,139,4,2.1282114551561753,-0.7161432120174831,0.01,0.0,0.0,0.030000000000000002,0.0,0.04000000000000001,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.04,0.01,0.0,0.04,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.02,0.009999999999999998,0.01,0.0,0.01,0.0,0.05,0.0,0.02,0.030000000000000002,0.02,0.08,0.060000000000000005,0.01,0.01,0.0,0.03,0.01,0.16,0.0,0,0,3.7416666666666667,0.0625,0,0.0,0,0.9,0.5,1.6864,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,['c24Dw7YjjjdNbABLE' 'eQuK9PirA9WSa8DrP']
183,c24Dw7YjjjdNbABLE,10.333333333333334,45.0,1.0,0.7878569210267746,0.04641668966779988,0.0,0.0,0.0033333333333333327,0.0033333333333333327,0.0,0.0033333333333333335,0.0,0.0033333333333333327,0.013333333333333334,0.0,0.0,0.006666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666665,0.006666666666666665,0.0,0.016666666666666666,0.0033333333333333335,0.0,0.01,0.0,0.0,0.0,0.0033333333333333335,0.01333333333333333,0.0,0.0033333333333333327,0.0,0.0,0.0,0.0033333333333333327,0.0,0.006666666666666665,0.0,0.023333333333333334,0.0,0.0033333333333333335,0.006666666666666665,0.016666666666666666,0.016666666666666666,0.01333333333333333,0.0033333333333333335,0.0,0.0,0.01,0.006666666666666665,0.05333333333333334,0.0,0.6666666666666666,0.0,1.0,0.044642857142857144,0.3333333333333333,0.0,0.0,0.38166666666666665,-0.015,0.5125333333333333,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,31,135,3,2.363570763080324,0.13925006900339965,0.0,0.0,0.009999999999999998,0.009999999999999998,0.0,0.01,0.0,0.009999999999999998,0.04,0.0,0.0,0.019999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019999999999999997,0.019999999999999997,0.0,0.05,0.01,0.0,0.03,0.0,0.0,0.0,0.01,0.039999999999999994,0.0,0.009999999999999998,0.0,0.0,0.0,0.009999999999999998,0.0,0.019999999999999997,0.0,0.07,0.0,0.01,0.019999999999999997,0.05,0.05,0.039999999999999994,0.01,0.0,0.0,0.03,0.019999999999999997,0.16,0.0,2,0,3.0,0.13392857142857142,1,0.0,0,1.145,-0.045,1.5375999999999999,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,['cRJk4WEXcXPYQxkCJ' 'eQuK9PirA9WSa8DrP']
