conversation_num,speaker_nickname,average_positive_bert,average_negative_bert,average_neutral_bert,average_num_words,average_num_chars,average_num_messages,average_info_exchange_zscore_chats,average_info_exchange_zscore_conversation,average_discrepancies,average_hear,average_home,average_conjunction,average_certainty,average_inclusive,average_bio,average_achievement,average_adverbs,average_anxiety,average_third_person,average_negation,average_swear,average_death,average_health,average_see,average_body,average_family,average_negative_affect,average_quantifier,average_positive_affect,average_insight,average_humans,average_present_tense,average_future_tense,average_past_tense,average_relative,average_sexual,average_inhibition,average_sadness,average_social,average_indefinite_pronoun,average_religion,average_work,average_money,average_causation,average_anger,average_first_person_singular,average_feel,average_tentativeness,average_exclusive,average_verbs,average_friends,average_article,average_argue,average_auxiliary_verbs,average_cognitive_mech,average_preposition,average_first_person_plural,average_percept,average_second_person,average_positive_words,average_first_person,average_nltk_english_stopwords,average_hedge_words,average_num_question_naive,average_NTRI,average_word_TTR,average_first_pronouns_proportion,average_function_word_accommodation,average_content_word_accommodation,average_hedge_naive,average_textblob_subjectivity,average_textblob_polarity,average_positivity_zscore_chats,average_positivity_zscore_conversation,average_dale_chall_score,average_please,average_please_start,average_hashedge,average_indirect_(btw),average_hedges,average_factuality,average_deference,average_gratitude,average_apologizing,average_1st_person_pl.,average_1st_person,average_1st_person_start,average_2nd_person,average_2nd_person_start,average_indirect_(greeting),average_direct_question,average_direct_start,average_haspositive,average_hasnegative,average_subjunctive,average_indicative,sum_positive_bert,sum_negative_bert,sum_neutral_bert,sum_num_words,sum_num_chars,sum_num_messages,sum_info_exchange_zscore_chats,sum_info_exchange_zscore_conversation,sum_discrepancies,sum_hear,sum_home,sum_conjunction,sum_certainty,sum_inclusive,sum_bio,sum_achievement,sum_adverbs,sum_anxiety,sum_third_person,sum_negation,sum_swear,sum_death,sum_health,sum_see,sum_body,sum_family,sum_negative_affect,sum_quantifier,sum_positive_affect,sum_insight,sum_humans,sum_present_tense,sum_future_tense,sum_past_tense,sum_relative,sum_sexual,sum_inhibition,sum_sadness,sum_social,sum_indefinite_pronoun,sum_religion,sum_work,sum_money,sum_causation,sum_anger,sum_first_person_singular,sum_feel,sum_tentativeness,sum_exclusive,sum_verbs,sum_friends,sum_article,sum_argue,sum_auxiliary_verbs,sum_cognitive_mech,sum_preposition,sum_first_person_plural,sum_percept,sum_second_person,sum_positive_words,sum_first_person,sum_nltk_english_stopwords,sum_hedge_words,sum_num_question_naive,sum_NTRI,sum_word_TTR,sum_first_pronouns_proportion,sum_function_word_accommodation,sum_content_word_accommodation,sum_hedge_naive,sum_textblob_subjectivity,sum_textblob_polarity,sum_positivity_zscore_chats,sum_positivity_zscore_conversation,sum_dale_chall_score,sum_please,sum_please_start,sum_hashedge,sum_indirect_(btw),sum_hedges,sum_factuality,sum_deference,sum_gratitude,sum_apologizing,sum_1st_person_pl.,sum_1st_person,sum_1st_person_start,sum_2nd_person,sum_2nd_person_start,sum_indirect_(greeting),sum_direct_question,sum_direct_start,sum_haspositive,sum_hasnegative,sum_subjunctive,sum_indicative,user_list
22u5YpwA485h5dMwh1,358,0.18363972150000002,0.05566839075,0.760691895,7.0,37.25,1.0,0.4360142774931175,0.17932472810092467,0.005,0.0,0.0,0.005,0.0075,0.005,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.01,0.0,0.0025,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0025,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.005,0.0075,0.0075,0.0,0.0075,0.0025,0.0025,0.0275,0.0075,0.0025,0.0025,0.0,0.0,0.0025,0.0375,0.0,0.25,0.0,0.95,0.025,0.25,0.0,0.0,0.453125,-0.03125,-0.19096892896257162,-0.18398332153239227,1.5194916666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.7345588860000001,0.222673563,3.04276758,28,149,4,1.74405710997247,0.7172989124036987,0.02,0.0,0.0,0.02,0.03,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.04,0.0,0.01,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.03,0.03,0.0,0.03,0.01,0.01,0.11,0.03,0.01,0.01,0.0,0.0,0.01,0.15,0.0,1,0,3.8,0.1,1,0.0,0,1.8125,-0.125,-0.7638757158502865,-0.7359332861295691,6.077966666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"[1142 1668  240   61 1641 1394  793 1250  206 1426  536  225  835 1430
  514  758 1860  378  163]"
22u5YpwA485h5dMwh1,1142,0.132903171875,0.173221909625,0.6938749525,6.625,33.5,1.0,0.29213932015478455,0.06441447814455595,0.0012499999999999998,0.00125,0.0,0.00375,0.0024999999999999996,0.00125,0.00125,0.00125,0.0037500000000000003,0.0,0.0,0.00125,0.0,0.0,0.00125,0.0,0.0,0.0,0.0,0.0024999999999999996,0.0,0.0037499999999999994,0.0,0.0075,0.0,0.00375,0.0025,0.0,0.0,0.0,0.007500000000000001,0.00625,0.0,0.00125,0.0,0.00375,0.0,0.004999999999999999,0.0,0.0075,0.00375,0.0125,0.0,0.0012499999999999998,0.00125,0.0075,0.02125,0.00875,0.00125,0.00125,0.0,0.00125,0.005,0.0325,0.0,0.125,0.0,0.9727941176470588,0.06678921568627451,0.5,0.000800805842357089,0.0,0.3484375,-0.0578125,-0.428036248762737,-0.45520832334828815,0.9476416666666666,0.0,0.0,0.25,0.0,0.125,0.125,0.0,0.0,0.0,0.125,0.125,0.25,0.0,0.0,0.125,0.125,0.0,0.125,0.0,0.0,0.0,1.063225375,1.385775277,5.55099962,53,268,8,2.3371145612382764,0.5153158251564476,0.009999999999999998,0.01,0.0,0.03,0.019999999999999997,0.01,0.01,0.01,0.030000000000000002,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.019999999999999997,0.0,0.029999999999999995,0.0,0.06,0.0,0.03,0.02,0.0,0.0,0.0,0.060000000000000005,0.05,0.0,0.01,0.0,0.03,0.0,0.039999999999999994,0.0,0.06,0.03,0.1,0.0,0.009999999999999998,0.01,0.06,0.17,0.07,0.01,0.01,0.0,0.01,0.04,0.26,0.0,1,0,7.7823529411764705,0.5343137254901961,4,0.006406446738856712,0,2.7875,-0.4625,-3.424289990101896,-3.641666586786305,7.581133333333333,0,0,2,0,1,1,0,0,0,1,1,2,0,0,1,1,0,1,0,0,0,"[ 358 1668  240   61 1641 1394  793 1250  206 1426  536  225  835 1430
  514  758 1860  378  163]"
22u5YpwA485h5dMwh1,1668,0.15617132816666665,0.07352170333333334,0.7703069566666666,9.166666666666666,43.333333333333336,1.0,0.6853975368795613,0.3785024946919638,0.005,0.0,0.0,0.01,0.0016666666666666668,0.005,0.0,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016666666666666668,0.005,0.006666666666666667,0.0,0.01,0.0016666666666666668,0.0016666666666666668,0.006666666666666667,0.0,0.0,0.0,0.011666666666666667,0.0016666666666666663,0.0,0.0,0.0,0.0016666666666666668,0.0,0.01,0.0,0.006666666666666667,0.005,0.013333333333333334,0.0,0.005,0.008333333333333333,0.0033333333333333335,0.02666666666666667,0.008333333333333333,0.0033333333333333327,0.0,0.0,0.0033333333333333327,0.013333333333333334,0.049999999999999996,0.0,0.0,0.0,0.9705882352941176,0.1240546218487395,0.6666666666666666,0.006368951310563691,0.0,0.42407407407407405,0.14166666666666666,-0.31931542542084473,-0.33082253481705154,3.019845588235294,0.0,0.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.5,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.937027969,0.44113022,4.62184174,55,260,6,4.112385221277368,2.271014968151783,0.03,0.0,0.0,0.06,0.01,0.03,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.0,0.06,0.01,0.01,0.04,0.0,0.0,0.0,0.07,0.009999999999999998,0.0,0.0,0.0,0.01,0.0,0.06,0.0,0.04,0.03,0.08,0.0,0.03,0.05,0.02,0.16,0.049999999999999996,0.019999999999999997,0.0,0.0,0.019999999999999997,0.08,0.3,0.0,0,0,5.823529411764706,0.744327731092437,4,0.03821370786338215,0,2.5444444444444443,0.85,-1.9158925525250685,-1.9849352089023093,18.119073529411764,0,0,3,0,2,0,0,0,0,2,1,3,0,0,1,0,2,2,0,0,0,"[ 358 1142  240   61 1641 1394  793 1250  206 1426  536  225  835 1430
  514  758 1860  378  163]"
22u5YpwA485h5dMwh1,240,0.4574067855,0.27353974532499997,0.2690534525,15.5,78.25,1.0,1.9898638167471134,1.420355427629707,0.005,0.0,0.0,0.015,0.005,0.0025,0.0,0.0025,0.0125,0.0,0.0,0.0025,0.0,0.0,0.0,0.0025,0.0,0.0,0.007500000000000001,0.0025,0.0075,0.0075,0.0,0.015000000000000001,0.0,0.0075,0.01,0.0,0.0,0.0025,0.02,0.009999999999999998,0.0,0.005,0.0,0.007499999999999999,0.0,0.019999999999999997,0.0,0.01,0.0025,0.024999999999999998,0.0,0.007499999999999999,0.005,0.0175,0.032499999999999994,0.015,0.0,0.0025,0.0,0.01,0.019999999999999997,0.08499999999999999,0.0,0.0,0.0,0.9195238095238095,0.09904761904761905,0.75,0.04380323245221421,0.0,0.48666666666666664,0.05937500000000001,1.0882119493536158,1.2795074554191646,2.053877380952381,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.25,0.0,0.0,0.5,0.5,0.0,0.0,1.829627142,1.0941589812999999,1.07621381,62,313,4,7.959455266988454,5.681421710518828,0.02,0.0,0.0,0.06,0.02,0.01,0.0,0.01,0.05,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.030000000000000002,0.01,0.03,0.03,0.0,0.060000000000000005,0.0,0.03,0.04,0.0,0.0,0.01,0.08,0.039999999999999994,0.0,0.02,0.0,0.029999999999999995,0.0,0.07999999999999999,0.0,0.04,0.01,0.09999999999999999,0.0,0.029999999999999995,0.02,0.07,0.12999999999999998,0.06,0.0,0.01,0.0,0.04,0.07999999999999999,0.33999999999999997,0.0,0,0,3.678095238095238,0.3961904761904762,3,0.17521292980885683,0,1.9466666666666665,0.23750000000000004,4.352847797414463,5.118029821676658,8.215509523809525,0,0,1,0,0,0,1,0,0,0,3,1,0,0,1,0,0,2,2,0,0,"[ 358 1142 1668   61 1641 1394  793 1250  206 1426  536  225  835 1430
  514  758 1860  378  163]"
22u5YpwA485h5dMwh1,61,0.23809899100000004,0.0568136172,0.705087408,4.4,19.8,1.0,-0.19703553479554747,-0.3262803717070977,0.0,0.0,0.0,0.0,0.0,0.0019999999999999996,0.0,0.0,0.0019999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.006,0.002,0.0019999999999999996,0.0019999999999999996,0.0,0.0,0.0,0.0019999999999999996,0.006,0.0,0.0,0.0,0.0,0.0,0.003999999999999999,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.003999999999999999,0.008,0.006,0.0,0.0,0.0,0.0,0.003999999999999999,0.013999999999999999,0.0,0.0,0.0,1.0,0.05357142857142857,0.2,0.00625,0.0,0.13999999999999999,0.16,0.06349285754169524,0.10714241678055991,0.21824,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1904949550000001,0.284068086,3.52543704,22,99,5,-0.9851776739777374,-1.6314018585354886,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.03,0.01,0.009999999999999998,0.009999999999999998,0.0,0.0,0.0,0.009999999999999998,0.03,0.0,0.0,0.0,0.0,0.0,0.019999999999999997,0.0,0.0,0.0,0.049999999999999996,0.0,0.0,0.0,0.019999999999999997,0.04,0.03,0.0,0.0,0.0,0.0,0.019999999999999997,0.06999999999999999,0.0,0,0,5.0,0.26785714285714285,1,0.03125,0,0.7,0.8,0.31746428770847623,0.5357120839027996,1.0912,0,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,"[ 358 1142 1668  240 1641 1394  793 1250  206 1426  536  225  835 1430
  514  758 1860  378  163]"
22u5YpwA485h5dMwh1,1641,0.27077880042857144,0.14334117071428573,0.5858800028571428,5.0,26.142857142857142,1.0,0.0002786924113091465,-0.1686891717669349,0.0,0.005714285714285714,0.0,0.0014285714285714288,0.0,0.0,0.0,0.0014285714285714286,0.0028571428571428576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005714285714285714,0.0014285714285714288,0.0,0.0028571428571428576,0.0,0.002857142857142857,0.0,0.0,0.0,0.0,0.01,0.008571428571428572,0.0,0.0014285714285714286,0.0,0.0014285714285714286,0.0,0.0014285714285714286,0.0,0.0071428571428571435,0.0014285714285714288,0.005714285714285714,0.0,0.0014285714285714288,0.0014285714285714288,0.0,0.008571428571428572,0.0028571428571428576,0.0,0.005714285714285714,0.0,0.011428571428571429,0.0014285714285714286,0.018571428571428572,0.0014285714285714288,0.0,0.0,1.0,0.047619047619047616,0.2857142857142857,0.0,0.14285714285714285,0.15,0.060714285714285714,0.21618977702228553,0.2818405670710157,0.24799999999999997,0.0,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.5714285714285714,0.0,0.0,0.0,1.8954516030000002,1.003388195,4.10116002,35,183,7,0.0019508468791640254,-1.1808242023685442,0.0,0.04,0.0,0.010000000000000002,0.0,0.0,0.0,0.01,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.010000000000000002,0.0,0.020000000000000004,0.0,0.02,0.0,0.0,0.0,0.0,0.07,0.060000000000000005,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.05,0.010000000000000002,0.04,0.0,0.010000000000000002,0.010000000000000002,0.0,0.060000000000000005,0.020000000000000004,0.0,0.04,0.0,0.08,0.01,0.13,0.010000000000000002,0,0,7.0,0.3333333333333333,2,0.0,1,1.05,0.425,1.5133284391559987,1.9728839694971096,1.7359999999999998,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,1,4,0,0,0,"[ 358 1142 1668  240   61 1394  793 1250  206 1426  536  225  835 1430
  514  758 1860  378  163]"
22u5YpwA485h5dMwh1,1394,0.19360676750000003,0.2514218716666667,0.554971325,4.0,17.333333333333332,1.0,-0.2354021900857696,-0.35692310502879604,0.0,0.0,0.0,0.0033333333333333327,0.0,0.0,0.0016666666666666663,0.0,0.005,0.0,0.0,0.0033333333333333335,0.0,0.0016666666666666663,0.0016666666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0016666666666666663,0.0,0.0,0.0,0.0016666666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0016666666666666663,0.0,0.005,0.006666666666666667,0.005,0.0,0.005,0.005,0.0016666666666666663,0.011666666666666667,0.0033333333333333327,0.0,0.0,0.0,0.005,0.0016666666666666663,0.02,0.0,0.0,0.0,0.9833333333333334,0.03333333333333333,0.16666666666666666,0.001893939393939394,0.0,0.0,0.0,-0.1443977510048834,-0.13070196737193748,0.1984,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.161640605,1.50853123,3.32982795,24,104,6,-1.4124131405146176,-2.1415386301727763,0.0,0.0,0.0,0.019999999999999997,0.0,0.0,0.009999999999999998,0.0,0.03,0.0,0.0,0.02,0.0,0.009999999999999998,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.03,0.04,0.03,0.0,0.03,0.030000000000000002,0.009999999999999998,0.07,0.019999999999999997,0.0,0.0,0.0,0.03,0.009999999999999998,0.12,0.0,0,0,5.9,0.2,1,0.011363636363636364,0,0.0,0.0,-0.8663865060293003,-0.7842118042316248,1.1904,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,"[ 358 1142 1668  240   61 1641  793 1250  206 1426  536  225  835 1430
  514  758 1860  378  163]"
22u5YpwA485h5dMwh1,793,0.3239476666666667,0.13172194666666667,0.5443303199999999,1.0,4.666666666666667,1.0,-0.8876353300195458,-0.8778495714976676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46462213415025094,0.5660681298154641,0.0496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.971843,0.39516584,1.6329909599999999,3,14,3,-2.662905990058637,-2.6335487144930028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.0,0.0,0,0.0,0,0.0,0.0,1.3938664024507528,1.698204389446392,0.1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"[ 358 1142 1668  240   61 1641 1394 1250  206 1426  536  225  835 1430
  514  758 1860  378  163]"
22u5YpwA485h5dMwh1,1250,0.152892781,0.05193643866666667,0.79517076,7.0,35.666666666666664,1.0,0.41683094984800634,0.16400336144007555,0.0,0.0033333333333333335,0.0,0.0033333333333333335,0.0,0.0033333333333333335,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033333333333333335,0.0,0.0033333333333333335,0.0,0.01,0.0,0.006666666666666667,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0033333333333333335,0.0,0.0033333333333333335,0.0,0.0,0.0,0.016666666666666666,0.0,0.0033333333333333335,0.0,0.006666666666666667,0.01,0.01,0.0,0.0033333333333333335,0.0033333333333333335,0.0,0.0033333333333333335,0.04,0.0,0.3333333333333333,0.0,0.9629629629629629,0.1111111111111111,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,-0.33463448821452585,-0.34834883425611524,0.34719999999999995,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.458678343,0.155809316,2.38551228,21,107,3,1.250492849544019,0.49201008432022664,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.03,0.0,0.02,0.06,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.05,0.0,0.01,0.0,0.02,0.03,0.03,0.0,0.01,0.01,0.0,0.01,0.12,0.0,1,0,2.888888888888889,0.3333333333333333,0,0.0,0,0.2,0.2,-1.0039034646435776,-1.0450465027683458,1.0415999999999999,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,"[ 358 1142 1668  240   61 1641 1394  793  206 1426  536  225  835 1430
  514  758 1860  378  163]"
22u5YpwA485h5dMwh1,206,0.25407393500000003,0.09048598299999999,0.6554400466666667,5.666666666666667,28.333333333333332,1.0,0.03316439694578518,-0.1424239717769078,0.0,0.0,0.0,0.0,0.0,0.0033333333333333335,0.0,0.0,0.0,0.0033333333333333327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033333333333333327,0.0,0.0033333333333333327,0.0033333333333333327,0.0033333333333333335,0.0033333333333333335,0.0,0.0,0.0,0.006666666666666667,0.006666666666666665,0.0,0.0,0.0,0.0,0.0,0.006666666666666665,0.0,0.0,0.0,0.01333333333333333,0.0,0.0033333333333333327,0.0,0.006666666666666665,0.006666666666666665,0.0033333333333333335,0.0,0.0,0.0,0.006666666666666665,0.006666666666666665,0.03,0.0,0.0,0.0,1.0,0.1111111111111111,0.0,0.00012286521685710776,0.0,0.3,-0.19999999999999998,0.13813603264975682,0.1925405025280756,0.28106666666666663,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.762221805,0.271457949,1.96632014,17,85,3,0.09949319083735553,-0.4272719153307234,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.009999999999999998,0.009999999999999998,0.01,0.01,0.0,0.0,0.0,0.02,0.019999999999999997,0.0,0.0,0.0,0.0,0.0,0.019999999999999997,0.0,0.0,0.0,0.039999999999999994,0.0,0.009999999999999998,0.0,0.019999999999999997,0.019999999999999997,0.01,0.0,0.0,0.0,0.019999999999999997,0.019999999999999997,0.09,0.0,0,0,3.0,0.3333333333333333,0,0.00036859565057132326,0,0.9,-0.6,0.41440809794927047,0.5776215075842268,0.8432,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,"[ 358 1142 1668  240   61 1641 1394  793 1250 1426  536  225  835 1430
  514  758 1860  378  163]"
