conversation_num,mean_pre_discussion_error,mean_post_discussion_error,mean_pre_discussion_error_pct,mean_post_discussion_error_pct,median_pre_discussion_error,median_post_discussion_error,median_pre_discussion_error_pct,median_post_discussion_error_pct,speaker_nickname,question,message,message_lower_with_punc,positive_bert,negative_bert,neutral_bert,num_words,num_chars,num_messages,info_exchange_zscore_chats,info_exchange_zscore_conversation,discrepancies,hear,home,conjunction,certainty,inclusive,bio,achievement,adverbs,anxiety,third_person,negation,swear,death,health,see,body,family,negative_affect,quantifier,positive_affect,insight,humans,present_tense,future_tense,past_tense,relative,sexual,inhibition,sadness,social,indefinite_pronoun,religion,work,money,causation,anger,first_person_singular,feel,tentativeness,exclusive,verbs,friends,article,argue,auxiliary_verbs,cognitive_mech,preposition,first_person_plural,percept,second_person,positive_words,first_person,nltk_english_stopwords,hedge_words,num_question_naive,NTRI,word_TTR,first_pronouns_proportion,function_word_accommodation,content_word_accommodation,hedge_naive,textblob_subjectivity,textblob_polarity,positivity_zscore_chats,positivity_zscore_conversation,dale_chall_score,dale_chall_classification,please,please_start,hashedge,indirect_(btw),hedges,factuality,deference,gratitude,apologizing,1st_person_pl.,1st_person,1st_person_start,2nd_person,2nd_person_start,indirect_(greeting),direct_question,direct_start,haspositive,hasnegative,subjunctive,indicative
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577.0,923.0,0.5791406536907823,0.3389643775247888,26671,building,no clue ,no clue ,0.05279457,0.28051835,0.6666871,2,8,1,-0.5004980837169292,-0.5640183063357945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,-0.6413411238363256,-0.6113092979671575,0.0992,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577.0,923.0,0.5791406536907823,0.3389643775247888,29541,building,its the building in the uae ,its the building in the uae ,0.04820251,0.04007921,0.9117183,6,28,1,0.7635720915957955,0.5972383346218978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0,0,0.8333333333333334,0.0,0,0.0,0,0.0,0.0,-0.6677070216349568,-0.6410053977321102,0.2976,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577.0,923.0,0.5791406536907823,0.3389643775247888,33524,building,ok the burj tower in dubai is the talles ,ok the burj tower in dubai is the talles ,0.10859442,0.0297356,0.86166996,9,41,1,1.3956071792521578,1.177866655100744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0,0,0.8888888888888888,0.1111111111111111,3,0.0,0,0.5,0.5,-0.32095917275577596,-0.250460808951467,0.44639999999999996,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577.0,923.0,0.5791406536907823,0.3389643775247888,29541,building,yep ,yep ,0.23834042,0.042780843,0.7188788,1,4,1,-0.8165156275451104,-0.8543324665752176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.4239940238011503,0.5885853185171515,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577.0,923.0,0.5791406536907823,0.3389643775247888,34691,building,room heights are usually around 10ft ,room heights are usually around 10ft ,0.1466366,0.008882099,0.8444812,6,37,1,0.7635720915957955,0.5972383346218978,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0,0,1.0,0.0,0,0.0,0,0.25,-0.25,-0.10253514739087856,-0.004448262827007375,0.2976,easy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577.0,923.0,0.5791406536907823,0.3389643775247888,34682,building,burj kalifia ,burj kalifia ,0.06200938,0.070629634,0.8673609,2,13,1,-0.5004980837169292,-0.5640183063357945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,-0.5884331176922847,-0.5517186312347796,0.0992,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577.0,923.0,0.5791406536907823,0.3389643775247888,31607,building,i figured 600 stories is 6000 feet ,i figured 600 stories is 6000 feet ,0.05847191,0.13298272,0.80854535,7,35,1,0.7635720915957955,0.5972383346218978,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.009999999999999998,0.019999999999999997,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.019999999999999997,0.0,0,0,1.0,0.14285714285714285,0,0.0,0,0.0,0.0,-0.6087439525868035,-0.5745948702289406,0.3472,easy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577.0,923.0,0.5791406536907823,0.3389643775247888,34700,building,dubai yes ,"dubai, yes ",0.25558543,0.015264351,0.72915024,2,10,1,-0.8165156275451104,-0.8543324665752176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.5,0,0.0,0,0.0,0.0,0.5230084467826385,0.7001059731705327,0.0992,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577.0,923.0,0.5791406536907823,0.3389643775247888,33524,building,it is either ikm or i mile long ,it is either ikm or i mile long ,0.08754813,0.08575452,0.8266973,8,32,1,1.0795896354239767,0.8875524948613208,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.02,0.01,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.0,0,0,1.0,0.125,0,0.0,0,0.4,-0.05,-0.4417991293722733,-0.3865637186525869,0.3968,easy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577.0,923.0,0.5791406536907823,0.3389643775247888,29541,building,5k  3 miles ,5k = 3 miles ,0.062979974,0.017409427,0.9196106,3,12,1,-0.184480539888748,-0.27370414609637145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,-0.5828603285283878,-0.5454419588360601,0.1488,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
